Time (s), Thrust(lbf), Chamber Pressure(psi), Mass Flow(lbm/s), Mass Ejected (lbm), Mass Flux (lbm/s/ft^2), Burn Area (in^2), Kn, Regression Rate (ft/s), Regression (in), Exit Pressure (psi), Force Coefficient, Free Volume (in^3), Volume Loading
0.5060000000000003,378.92546024590337,2205.760235334048,1.7439407085501493,0.0017439407085501491,139.82599730418536,82.61703814999674,748.0268802948937,0.030781827351557198,0.23176964920707357,38.007785836126274,1.55540230640485,36.0989510470342,27.48540613408953,
0.5070000000000003,378.22347039922636,2201.673887353093,1.7407105712091189,0.0017407105712091192,139.47117576771723,82.53894479220993,747.3198114855403,0.03075388302801878,0.23213869579160035,37.937373360452774,1.55540230640485,36.12941176270021,27.42421747454905,
0.5080000000000003,377.5224921428489,2197.593427933059,1.7374850869705007,0.0017374850869705009,139.11748878109483,82.46089306881427,746.613119640121,0.030725952548663543,0.2325074072103855,37.86706235145674,1.55540230640485,36.159816035577904,27.363142195751,
0.5090000000000003,376.82252474108725,2193.5188527914625,1.7342642524545688,0.0017342642524545687,138.76493124749445,82.38288300883563,745.9068050214405,0.030698035924546774,0.23287578362969202,37.79685273534606,1.55540230640485,36.19016394703285,27.302180134250477,
0.5100000000000003,376.12356745690687,2189.450157637958,1.7310480642753643,0.0017310480642753643,138.41349810103952,82.3049146412,745.2008678913985,0.03067013316668981,0.23324382521591497,37.72674443819313,1.55540230640485,36.220455578371336,27.24133112672157,
0.5110000000000003,375.4256195519264,2185.3873381743574,1.7278365190407294,0.0017278365190407296,138.06318430656603,82.22698799473321,744.4953085109888,0.03064224428608021,0.2336115321355813,37.656737385935266,1.55540230640485,36.25069101084032,27.18059500995763,
0.5120000000000003,374.728680286425,2181.3303900946794,1.7246296133523284,0.0017246296133523284,137.7139848593888,82.1491030981613,743.790127140301,0.030614369293671683,0.23397890455534945,37.58683150437542,1.55540230640485,36.280870325627276,27.119971620871443,
0.5130000000000003,374.0327489193489,2177.2793090851796,1.7214273438056824,0.0017214273438056825,137.36589478507136,82.0712599801106,743.0853240385223,0.030586508200384166,0.23434594264200886,37.517026719182816,1.55540230640485,36.3109936038601,27.059460796495504,
0.5140000000000003,373.3378247083165,2173.2340908243864,1.7182297069901968,0.0017182297069901968,137.01890913919667,81.99345866910778,742.3808994639371,0.03055866101710387,0.2347126465624796,37.44732295589354,1.55540230640485,36.341060926607014,26.99906237398214,
0.5150000000000003,372.64390690962585,2169.1947309831426,1.7150366994891868,0.0017150366994891867,136.67302300714073,81.91569919357991,741.6768536739288,0.030530827754683285,0.23507901648381194,37.37772013991123,1.55540230640485,36.37107237487645,26.938776190603843,
0.5160000000000003,371.9509947782601,2165.161225224634,1.7118483178799107,0.0017118483178799107,136.32823150384786,81.8379815818548,740.973186924981,0.03050300842394123,0.2354450525731861,37.30821819650761,1.55540230640485,36.40102802961694,26.878602083753368,
0.5170000000000003,371.25908756789465,2161.1335692044377,1.7086645587335962,0.0017086645587335962,135.98452977360807,81.76030586216089,740.2698994726783,0.030475203035662906,0.23581075499791157,37.23881705082323,1.55540230640485,36.43092797171703,26.818539890944017,
0.5180000000000003,370.568184530902,2157.111758570544,1.705485418615471,0.0017054854186154714,135.64191298983658,81.68267206262743,739.5669915717073,0.03044741160059993,0.23617612392542695,37.16951662786799,1.55540230640485,36.46077228200515,26.758589449809833,
